Qaz321!@,Account,Status
11/12/2022 22:37:45,Pinky_MALAYSIA30,Comment&Like - Error executing for the 'Pinky_MALAYSIA30' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/492319909620920
11/12/2022 22:38:41,Pinky_MALAYSIA59,Comment&Like - 'Pinky_MALAYSIA59' - Liking by using https://www.facebook.com/groups/837593584260802/
11/12/2022 22:39:00,Pinky_MALAYSIA30,Comment&Like - Error executing for the 'Pinky_MALAYSIA30' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/513992560177139/
11/12/2022 22:39:56,Pinky_MALAYSIA59,Comment&Like - Error executing for the 'Pinky_MALAYSIA59' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/837593584260802/
11/12/2022 22:39:57,Pinky_MALAYSIA8,Comment&Like - 'Pinky_MALAYSIA8' - Liking by using https://www.facebook.com/groups/3298767307028463
11/12/2022 22:40:16,Pinky_MALAYSIA30,Comment&Like - Error executing for the 'Pinky_MALAYSIA30' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/619487189661079/
11/12/2022 22:41:11,Pinky_MALAYSIA59,Comment&Like - Error executing for the 'Pinky_MALAYSIA59' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/669531141125476
11/12/2022 22:41:14,Pinky_MALAYSIA8,Comment&Like - Error executing for the 'Pinky_MALAYSIA8' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/3298767307028463
11/12/2022 22:41:15,Pinky_MALAYSIA40,Group Joiner - 'Pinky_MALAYSIA40' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/12/2022 22:41:32,Pinky_MALAYSIA30,Comment&Like - Error executing for the 'Pinky_MALAYSIA30' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/492319909620920
11/12/2022 22:41:53,Pinky_MALAYSIA40,Group Joiner - Error executing for the 'Pinky_MALAYSIA40' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/619487189661079
11/12/2022 22:42:19,Pinky_MALAYSIA33,Comment&Like - 'Pinky_MALAYSIA33' - Liking by using https://www.facebook.com/groups/513992560177139/
11/12/2022 22:42:25,Pinky_MALAYSIA59,Comment&Like - Error executing for the 'Pinky_MALAYSIA59' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/1145357409405618
11/12/2022 22:42:29,Pinky_MALAYSIA8,Comment&Like - Error executing for the 'Pinky_MALAYSIA8' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/471878828235426
11/12/2022 22:43:01,Pinky_MALAYSIA36,Comment&Like - 'Pinky_MALAYSIA36' - Liking by using https://www.facebook.com/groups/1316600345817111/
11/12/2022 22:43:30,Pinky_MALAYSIA33,Comment&Like - Error executing for the 'Pinky_MALAYSIA33' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/513992560177139/
11/12/2022 22:43:41,Pinky_MALAYSIA59,Comment&Like - Error executing for the 'Pinky_MALAYSIA59' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/429397949131253/
11/12/2022 22:43:42,Pinky_MALAYSIA8,Comment&Like - Error executing for the 'Pinky_MALAYSIA8' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/460183919270756/
11/12/2022 22:44:14,Pinky_MALAYSIA34,Comment&Like - 'Pinky_MALAYSIA34' - Liking by using https://www.facebook.com/groups/471878828235426
11/12/2022 22:44:16,Pinky_MALAYSIA36,Comment&Like - Error executing for the 'Pinky_MALAYSIA36' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/1316600345817111/
11/12/2022 22:44:45,Pinky_MALAYSIA33,Comment&Like - Error executing for the 'Pinky_MALAYSIA33' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/553820536427516/
11/12/2022 22:44:51,Pinky_MALAYSIA34,Comment&Like - Error executing for the 'Pinky_MALAYSIA34' account. : code  208  - account locked. URL: https://www.facebook.com/groups/471878828235426
11/12/2022 22:44:56,Pinky_MALAYSIA8,Comment&Like - Error executing for the 'Pinky_MALAYSIA8' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/5646866088722297/
11/12/2022 22:45:27,Pinky_MALAYSIA40,Comment&Like - 'Pinky_MALAYSIA40' - Liking by using https://www.facebook.com/groups/1487781145028710
11/12/2022 22:45:31,Pinky_MALAYSIA36,Comment&Like - Error executing for the 'Pinky_MALAYSIA36' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/837593584260802/
11/12/2022 22:45:54,Pinky_MALAYSIA19,Comment&Like - 'Pinky_MALAYSIA19' - Liking by using https://www.facebook.com/groups/833087687822674/
11/12/2022 22:46:02,Pinky_MALAYSIA33,Comment&Like - Error executing for the 'Pinky_MALAYSIA33' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/478072124277063/
11/12/2022 22:46:04,Pinky_MALAYSIA40,Comment&Like - Error executing for the 'Pinky_MALAYSIA40' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/1487781145028710
11/12/2022 22:46:15,Pinky_MALAYSIA61,Comment&Like - 'Pinky_MALAYSIA61' - Liking by using https://www.facebook.com/groups/3298767307028463
11/12/2022 22:46:30,Pinky_MALAYSIA19,Comment&Like - Error executing for the 'Pinky_MALAYSIA19' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/833087687822674/
11/12/2022 22:46:45,Pinky_MALAYSIA36,Comment&Like - Error executing for the 'Pinky_MALAYSIA36' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/429397949131253/
11/12/2022 22:46:52,Pinky_MALAYSIA17,Comment&Like - 'Pinky_MALAYSIA17' - Liking by using https://www.facebook.com/groups/1487781145028710
11/12/2022 22:47:18,Pinky_MALAYSIA33,Comment&Like - Error executing for the 'Pinky_MALAYSIA33' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/534733661727844
11/12/2022 22:47:35,Pinky_MALAYSIA61,Comment&Like - Error executing for the 'Pinky_MALAYSIA61' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/3298767307028463
11/12/2022 22:47:59,Pinky_MALAYSIA36,Comment&Like - Error executing for the 'Pinky_MALAYSIA36' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/534733661727844
11/12/2022 22:48:06,Pinky_MALAYSIA17,Comment&Like - Error executing for the 'Pinky_MALAYSIA17' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/1487781145028710
11/12/2022 22:48:52,Pinky_MALAYSIA61,Comment&Like - Error executing for the 'Pinky_MALAYSIA61' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/651468046494962/
11/12/2022 22:49:25,Pinky_MALAYSIA17,Comment&Like - Error executing for the 'Pinky_MALAYSIA17' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/3298767307028463
11/12/2022 22:50:09,Pinky_MALAYSIA61,Comment&Like - Error executing for the 'Pinky_MALAYSIA61' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/619487189661079/
11/12/2022 22:50:45,Pinky_MALAYSIA45,Comment&Like - 'Pinky_MALAYSIA45' - Liking by using https://www.facebook.com/groups/511640393799618/
11/12/2022 22:50:46,Pinky_MALAYSIA17,Comment&Like - Error executing for the 'Pinky_MALAYSIA17' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/5106606936106939/
11/12/2022 22:51:27,Pinky_MALAYSIA61,Comment&Like - Error executing for the 'Pinky_MALAYSIA61' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/5106606936106939/
11/12/2022 22:51:34,Pinky_MALAYSIA69,Group Joiner - 'Pinky_MALAYSIA69' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/12/2022 22:52:00,Pinky_MALAYSIA17,Comment&Like - Error executing for the 'Pinky_MALAYSIA17' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/605843741270804
11/12/2022 22:52:01,Pinky_MALAYSIA45,Comment&Like - Error executing for the 'Pinky_MALAYSIA45' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/511640393799618/
11/12/2022 22:52:10,Pinky_MALAYSIA69,Group Joiner - Error executing for the 'Pinky_MALAYSIA69' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/12/2022 22:52:59,Pinky_MALAYSIA70,Group Joiner - 'Pinky_MALAYSIA70' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/12/2022 22:53:02,Pinky_MALAYSIA16,Comment&Like - 'Pinky_MALAYSIA16' - Liking by using https://www.facebook.com/groups/534733661727844
11/12/2022 22:53:15,Pinky_MALAYSIA45,Comment&Like - Error executing for the 'Pinky_MALAYSIA45' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/429397949131253/
11/12/2022 22:53:36,Pinky_MALAYSIA70,Group Joiner - Error executing for the 'Pinky_MALAYSIA70' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/12/2022 22:54:14,Pinky_MALAYSIA16,Comment&Like - Error executing for the 'Pinky_MALAYSIA16' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/534733661727844
11/12/2022 22:54:30,Pinky_MALAYSIA45,Comment&Like - Error executing for the 'Pinky_MALAYSIA45' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/605843741270804
11/12/2022 22:55:27,Pinky_MALAYSIA16,Comment&Like - Error executing for the 'Pinky_MALAYSIA16' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/513992560177139/
11/12/2022 22:55:44,Pinky_MALAYSIA45,Comment&Like - Error executing for the 'Pinky_MALAYSIA45' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/837593584260802/
11/12/2022 22:56:41,Pinky_MALAYSIA16,Comment&Like - Error executing for the 'Pinky_MALAYSIA16' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/697827292063612/
11/12/2022 22:56:47,Pinky_MALAYSIA10,Comment&Like - 'Pinky_MALAYSIA10' - Liking by using https://www.facebook.com/groups/3070737906558681
11/12/2022 22:57:38,Pinky_MALAYSIA4,Group Joiner - 'Pinky_MALAYSIA4' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/12/2022 22:57:58,Pinky_MALAYSIA16,Comment&Like - Error executing for the 'Pinky_MALAYSIA16' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/669531141125476
11/12/2022 22:57:59,Pinky_MALAYSIA10,Comment&Like - Error executing for the 'Pinky_MALAYSIA10' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/3070737906558681
11/12/2022 22:58:16,Pinky_MALAYSIA4,Group Joiner - Error executing for the 'Pinky_MALAYSIA4' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/12/2022 22:58:39,Pinky_MALAYSIA13,Comment&Like - 'Pinky_MALAYSIA13' - Liking by using https://www.facebook.com/groups/5480564762061522/
11/12/2022 22:58:54,Pinky_MALAYSIA5,Comment&Like - 'Pinky_MALAYSIA5' - Liking by using https://www.facebook.com/groups/5480564762061522/
11/12/2022 22:59:00,Pinky_MALAYSIA6,Group Joiner - 'Pinky_MALAYSIA6' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/12/2022 22:59:09,Pinky_MALAYSIA41,Comment&Like - 'Pinky_MALAYSIA41' - Liking by using https://www.facebook.com/groups/1145357409405618
11/12/2022 22:59:12,Pinky_MALAYSIA10,Comment&Like - Error executing for the 'Pinky_MALAYSIA10' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/624827702618032/
11/12/2022 22:59:37,Pinky_MALAYSIA6,Group Joiner - Error executing for the 'Pinky_MALAYSIA6' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/12/2022 22:59:40,Pinky_MALAYSIA40,Group Joiner - 'Pinky_MALAYSIA40' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/12/2022 22:59:51,Pinky_MALAYSIA13,Comment&Like - Error executing for the 'Pinky_MALAYSIA13' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/5480564762061522/
11/12/2022 23:00:06,Pinky_MALAYSIA5,Comment&Like - Error executing for the 'Pinky_MALAYSIA5' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/5480564762061522/
11/12/2022 23:00:16,Pinky_MALAYSIA40,Group Joiner - Error executing for the 'Pinky_MALAYSIA40' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/619487189661079
11/12/2022 23:00:26,Pinky_MALAYSIA41,Comment&Like - Error executing for the 'Pinky_MALAYSIA41' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/1145357409405618
11/12/2022 23:00:30,Pinky_MALAYSIA10,Comment&Like - Error executing for the 'Pinky_MALAYSIA10' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/1145357409405618
11/12/2022 23:01:05,Pinky_MALAYSIA13,Comment&Like - Error executing for the 'Pinky_MALAYSIA13' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/605843741270804
11/12/2022 23:01:20,Pinky_MALAYSIA5,Comment&Like - Error executing for the 'Pinky_MALAYSIA5' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/460183919270756/
11/12/2022 23:01:42,Pinky_MALAYSIA10,Comment&Like - Error executing for the 'Pinky_MALAYSIA10' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/513992560177139/
11/12/2022 23:01:44,Pinky_MALAYSIA41,Comment&Like - Error executing for the 'Pinky_MALAYSIA41' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/3070737906558681
11/12/2022 23:02:21,Pinky_MALAYSIA13,Comment&Like - Error executing for the 'Pinky_MALAYSIA13' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/5646866088722297/
11/12/2022 23:02:30,Pinky_MALAYSIA6,Comment&Like - 'Pinky_MALAYSIA6' - Liking by using https://www.facebook.com/groups/1319216465597534
11/12/2022 23:02:32,Pinky_MALAYSIA5,Comment&Like - Error executing for the 'Pinky_MALAYSIA5' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/708144980707745
11/12/2022 23:03:04,Pinky_MALAYSIA41,Comment&Like - Error executing for the 'Pinky_MALAYSIA41' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/492319909620920
11/12/2022 23:03:06,Pinky_MALAYSIA6,Comment&Like - Error executing for the 'Pinky_MALAYSIA6' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/1319216465597534
11/12/2022 23:03:12,Pinky_MALAYSIA69,Comment&Like - 'Pinky_MALAYSIA69' - Liking by using https://www.facebook.com/groups/605843741270804
11/12/2022 23:03:36,Pinky_MALAYSIA4,Comment&Like - 'Pinky_MALAYSIA4' - Liking by using https://www.facebook.com/groups/534733661727844
11/12/2022 23:03:38,Pinky_MALAYSIA13,Comment&Like - Error executing for the 'Pinky_MALAYSIA13' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/511640393799618/
11/12/2022 23:03:43,Pinky_MALAYSIA5,Comment&Like - Error executing for the 'Pinky_MALAYSIA5' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/3070737906558681
11/12/2022 23:03:48,Pinky_MALAYSIA69,Comment&Like - Error executing for the 'Pinky_MALAYSIA69' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/605843741270804
11/12/2022 23:03:57,Pinky_MALAYSIA19,Group Joiner - 'Pinky_MALAYSIA19' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/12/2022 23:04:13,Pinky_MALAYSIA4,Comment&Like - Error executing for the 'Pinky_MALAYSIA4' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/534733661727844
11/12/2022 23:04:21,Pinky_MALAYSIA41,Comment&Like - Error executing for the 'Pinky_MALAYSIA41' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/431887672302308
11/12/2022 23:04:34,Pinky_MALAYSIA19,Group Joiner - Error executing for the 'Pinky_MALAYSIA19' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/12/2022 23:08:52,Pinky_MALAYSIA70,Comment&Like - 'Pinky_MALAYSIA70' - Liking by using https://www.facebook.com/groups/3298767307028463
11/12/2022 23:09:29,Pinky_MALAYSIA70,Comment&Like - Error executing for the 'Pinky_MALAYSIA70' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/3298767307028463
11/12/2022 23:11:14,Pinky_MALAYSIA69,Group Joiner - 'Pinky_MALAYSIA69' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/12/2022 23:11:51,Pinky_MALAYSIA69,Group Joiner - Error executing for the 'Pinky_MALAYSIA69' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/12/2022 23:13:52,Pinky_MALAYSIA4,Group Joiner - 'Pinky_MALAYSIA4' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/12/2022 23:14:29,Pinky_MALAYSIA4,Group Joiner - Error executing for the 'Pinky_MALAYSIA4' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/12/2022 23:16:57,Pinky_MALAYSIA70,Group Joiner - 'Pinky_MALAYSIA70' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/12/2022 23:17:34,Pinky_MALAYSIA70,Group Joiner - Error executing for the 'Pinky_MALAYSIA70' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/12/2022 23:19:31,Pinky_MALAYSIA40,Group Joiner - 'Pinky_MALAYSIA40' - Executing using 'https://www.facebook.com/groups/619487189661079'
11/12/2022 23:20:09,Pinky_MALAYSIA40,Group Joiner - Error executing for the 'Pinky_MALAYSIA40' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/619487189661079
11/12/2022 23:20:10,Pinky_MALAYSIA40,Comment&Like - 'Pinky_MALAYSIA40' - Liking by using https://www.facebook.com/groups/619487189661079/
11/12/2022 23:20:17,Pinky_MALAYSIA30,Comment&Like - 'Pinky_MALAYSIA30' - Liking by using https://www.facebook.com/groups/605843741270804
11/12/2022 23:20:49,Pinky_MALAYSIA40,Comment&Like - Error executing for the 'Pinky_MALAYSIA40' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/619487189661079/
11/12/2022 23:21:30,Pinky_MALAYSIA30,Comment&Like - Error executing for the 'Pinky_MALAYSIA30' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/605843741270804
11/12/2022 23:22:47,Pinky_MALAYSIA30,Comment&Like - Error executing for the 'Pinky_MALAYSIA30' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/1145357409405618
11/12/2022 23:23:52,Pinky_MALAYSIA36,Comment&Like - 'Pinky_MALAYSIA36' - Liking by using https://www.facebook.com/groups/3298767307028463
11/12/2022 23:24:01,Pinky_MALAYSIA30,Comment&Like - Error executing for the 'Pinky_MALAYSIA30' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/619487189661079/
11/12/2022 23:24:19,Pinky_MALAYSIA59,Comment&Like - 'Pinky_MALAYSIA59' - Liking by using https://www.facebook.com/groups/416063824057495
11/12/2022 23:25:04,Pinky_MALAYSIA36,Comment&Like - Error executing for the 'Pinky_MALAYSIA36' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/3298767307028463
11/12/2022 23:25:13,Pinky_MALAYSIA34,Comment&Like - 'Pinky_MALAYSIA34' - Liking by using https://www.facebook.com/groups/429397949131253/
11/12/2022 23:25:16,Pinky_MALAYSIA30,Comment&Like - Error executing for the 'Pinky_MALAYSIA30' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/619487189661079/
11/12/2022 23:25:31,Pinky_MALAYSIA59,Comment&Like - Error executing for the 'Pinky_MALAYSIA59' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/416063824057495
11/12/2022 23:25:35,Pinky_MALAYSIA8,Comment&Like - 'Pinky_MALAYSIA8' - Liking by using https://www.facebook.com/groups/605843741270804
11/12/2022 23:25:51,Pinky_MALAYSIA34,Comment&Like - Error executing for the 'Pinky_MALAYSIA34' account. : code  208  - account locked. URL: https://www.facebook.com/groups/429397949131253/
11/12/2022 23:26:19,Pinky_MALAYSIA36,Comment&Like - Error executing for the 'Pinky_MALAYSIA36' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/460183919270756/
11/12/2022 23:26:44,Pinky_MALAYSIA8,Comment&Like - Error executing for the 'Pinky_MALAYSIA8' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/605843741270804
11/12/2022 23:26:44,Pinky_MALAYSIA59,Comment&Like - Error executing for the 'Pinky_MALAYSIA59' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/553820536427516/
11/12/2022 23:26:56,Pinky_MALAYSIA6,Group Joiner - 'Pinky_MALAYSIA6' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/12/2022 23:26:59,Pinky_MALAYSIA19,Comment&Like - 'Pinky_MALAYSIA19' - Liking by using https://www.facebook.com/groups/460183919270756/
11/12/2022 23:27:33,Pinky_MALAYSIA36,Comment&Like - Error executing for the 'Pinky_MALAYSIA36' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/837593584260802/
11/12/2022 23:27:34,Pinky_MALAYSIA6,Group Joiner - Error executing for the 'Pinky_MALAYSIA6' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/12/2022 23:27:37,Pinky_MALAYSIA19,Comment&Like - Error executing for the 'Pinky_MALAYSIA19' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756/
11/12/2022 23:27:49,Pinky_MALAYSIA33,Comment&Like - 'Pinky_MALAYSIA33' - Liking by using https://www.facebook.com/groups/627810285725361
11/12/2022 23:27:57,Pinky_MALAYSIA8,Comment&Like - Error executing for the 'Pinky_MALAYSIA8' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/651468046494962/
11/12/2022 23:27:59,Pinky_MALAYSIA59,Comment&Like - Error executing for the 'Pinky_MALAYSIA59' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/708144980707745
11/12/2022 23:28:07,Pinky_MALAYSIA69,Group Joiner - 'Pinky_MALAYSIA69' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/12/2022 23:28:43,Pinky_MALAYSIA69,Group Joiner - Error executing for the 'Pinky_MALAYSIA69' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/12/2022 23:28:46,Pinky_MALAYSIA19,Group Joiner - 'Pinky_MALAYSIA19' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/12/2022 23:28:49,Pinky_MALAYSIA36,Comment&Like - Error executing for the 'Pinky_MALAYSIA36' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/651468046494962/
11/12/2022 23:28:59,Pinky_MALAYSIA33,Comment&Like - Error executing for the 'Pinky_MALAYSIA33' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/627810285725361
11/12/2022 23:29:10,Pinky_MALAYSIA8,Comment&Like - Error executing for the 'Pinky_MALAYSIA8' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/619487189661079/
11/12/2022 23:29:12,Pinky_MALAYSIA59,Comment&Like - Error executing for the 'Pinky_MALAYSIA59' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/478072124277063/
11/12/2022 23:29:24,Pinky_MALAYSIA19,Group Joiner - Error executing for the 'Pinky_MALAYSIA19' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/12/2022 23:30:02,Pinky_MALAYSIA4,Group Joiner - 'Pinky_MALAYSIA4' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/12/2022 23:30:15,Pinky_MALAYSIA33,Comment&Like - Error executing for the 'Pinky_MALAYSIA33' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/5106606936106939/
11/12/2022 23:30:24,Pinky_MALAYSIA8,Comment&Like - Error executing for the 'Pinky_MALAYSIA8' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/1316600345817111/
11/12/2022 23:30:39,Pinky_MALAYSIA4,Group Joiner - Error executing for the 'Pinky_MALAYSIA4' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/12/2022 23:31:29,Pinky_MALAYSIA33,Comment&Like - Error executing for the 'Pinky_MALAYSIA33' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/3070737906558681
11/12/2022 23:32:41,Pinky_MALAYSIA33,Comment&Like - Error executing for the 'Pinky_MALAYSIA33' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/833087687822674/
11/12/2022 23:33:13,Pinky_MALAYSIA6,Comment&Like - 'Pinky_MALAYSIA6' - Liking by using https://www.facebook.com/groups/1487781145028710
11/12/2022 23:33:13,Pinky_MALAYSIA70,Group Joiner - 'Pinky_MALAYSIA70' - Executing using 'https://www.facebook.com/groups/460183919270756'
11/12/2022 23:33:25,Pinky_MALAYSIA17,Comment&Like - 'Pinky_MALAYSIA17' - Liking by using https://www.facebook.com/groups/1319216465597534
11/12/2022 23:33:50,Pinky_MALAYSIA13,Comment&Like - 'Pinky_MALAYSIA13' - Liking by using https://www.facebook.com/groups/624827702618032/
11/12/2022 23:33:50,Pinky_MALAYSIA6,Comment&Like - Error executing for the 'Pinky_MALAYSIA6' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/1487781145028710
11/12/2022 23:33:50,Pinky_MALAYSIA70,Group Joiner - Error executing for the 'Pinky_MALAYSIA70' account. : code  202  - .jewelButton not present => incorrect Facebook page. URL: https://www.facebook.com/groups/460183919270756
11/12/2022 23:34:08,Pinky_MALAYSIA61,Comment&Like - 'Pinky_MALAYSIA61' - Liking by using https://www.facebook.com/groups/1145357409405618
11/12/2022 23:34:44,Pinky_MALAYSIA17,Comment&Like - Error executing for the 'Pinky_MALAYSIA17' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/1319216465597534
11/12/2022 23:34:56,Pinky_MALAYSIA10,Comment&Like - 'Pinky_MALAYSIA10' - Liking by using https://www.facebook.com/groups/3298767307028463
11/12/2022 23:35:02,Pinky_MALAYSIA13,Comment&Like - Error executing for the 'Pinky_MALAYSIA13' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/624827702618032/
11/12/2022 23:35:26,Pinky_MALAYSIA61,Comment&Like - Error executing for the 'Pinky_MALAYSIA61' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/1145357409405618
11/12/2022 23:36:00,Pinky_MALAYSIA45,Comment&Like - 'Pinky_MALAYSIA45' - Liking by using https://www.facebook.com/groups/669531141125476
11/12/2022 23:36:04,Pinky_MALAYSIA17,Comment&Like - Error executing for the 'Pinky_MALAYSIA17' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/833087687822674/
11/12/2022 23:36:12,Pinky_MALAYSIA10,Comment&Like - Error executing for the 'Pinky_MALAYSIA10' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/3298767307028463
11/12/2022 23:36:14,Pinky_MALAYSIA13,Comment&Like - Error executing for the 'Pinky_MALAYSIA13' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/478072124277063/
11/12/2022 23:36:43,Pinky_MALAYSIA61,Comment&Like - Error executing for the 'Pinky_MALAYSIA61' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/478072124277063/
11/12/2022 23:36:45,Pinky_MALAYSIA16,Comment&Like - 'Pinky_MALAYSIA16' - Liking by using https://www.facebook.com/groups/3070737906558681
11/12/2022 23:37:18,Pinky_MALAYSIA17,Comment&Like - Error executing for the 'Pinky_MALAYSIA17' account. : code  66  - no valid post found URL: https://www.facebook.com/groups/471878828235426
